humEns,mouseEns,hgnc_symbol
ENSG00000140400,ENSMUSG00000032295,MAN2C1
ENSG00000140455,ENSMUSG00000032376,USP3
ENSG00000140464,ENSMUSG00000036986,PML
ENSG00000140474,ENSMUSG00000032308,ULK3
ENSG00000140479,ENSMUSG00000030513,PCSK6
ENSG00000140526,ENSMUSG00000039202,ABHD2
ENSG00000140543,ENSMUSG00000030610,DET1
ENSG00000140545,ENSMUSG00000030605,MFGE8
ENSG00000140563,ENSMUSG00000032776,MCTP2
ENSG00000140564,ENSMUSG00000030530,FURIN
ENSG00000140575,ENSMUSG00000030536,IQGAP1
ENSG00000140682,ENSMUSG00000030782,TGFB1I1
ENSG00000140743,ENSMUSG00000030878,CDR2
ENSG00000140749,ENSMUSG00000035004,IGSF6
ENSG00000140830,ENSMUSG00000031723,TXNL4B
ENSG00000140853,ENSMUSG00000074151,NLRC5
ENSG00000140941,ENSMUSG00000031812,MAP1LC3B
ENSG00000140988,ENSMUSG00000044533,RPS2
ENSG00000141013,ENSMUSG00000040220,GAS8
ENSG00000141040,ENSMUSG00000005267,ZNF287
ENSG00000141086,ENSMUSG00000031896,CTRL
ENSG00000141161,ENSMUSG00000018845,UNC45B
ENSG00000141179,ENSMUSG00000020553,PCTP
ENSG00000141194,ENSMUSG00000060787,OR4D1
ENSG00000141293,ENSMUSG00000057058,SKAP1
ENSG00000141456,ENSMUSG00000018921,PELP1
ENSG00000141469,ENSMUSG00000059336,SLC14A1
ENSG00000141497,ENSMUSG00000040829,ZMYND15
ENSG00000141499,ENSMUSG00000041346,WRAP53
ENSG00000141505,ENSMUSG00000020884,ASGR1
ENSG00000141519,ENSMUSG00000039963,CCDC40
ENSG00000141524,ENSMUSG00000025572,TMC6
ENSG00000141526,ENSMUSG00000025161,SLC16A3
ENSG00000141556,ENSMUSG00000039230,TBCD
ENSG00000141562,ENSMUSG00000000056,NARF
ENSG00000141564,ENSMUSG00000025583,RPTOR
ENSG00000141569,ENSMUSG00000054517,TRIM65
ENSG00000141574,ENSMUSG00000025165,SECTM1
ENSG00000141664,ENSMUSG00000038866,ZCCHC2
ENSG00000141736,ENSMUSG00000062312,ERBB2
ENSG00000141753,ENSMUSG00000017493,IGFBP4
ENSG00000141837,ENSMUSG00000034656,CACNA1A
ENSG00000141858,ENSMUSG00000079003,SAMD1
ENSG00000141933,ENSMUSG00000020308,TPGS1
ENSG00000141959,ENSMUSG00000020277,PFKL
ENSG00000142089,ENSMUSG00000025492,IFITM3
ENSG00000142166,ENSMUSG00000022967,IFNAR1
ENSG00000142173,ENSMUSG00000020241,COL6A2
ENSG00000142185,ENSMUSG00000009292,TRPM2
ENSG00000142233,ENSMUSG00000070564,NTN5
ENSG00000142235,ENSMUSG00000062044,LMTK3
ENSG00000142303,ENSMUSG00000024299,ADAMTS10
ENSG00000142541,ENSMUSG00000074129,RPL13A
ENSG00000142583,ENSMUSG00000028976,SLC2A5
ENSG00000142599,ENSMUSG00000039852,RERE
ENSG00000142627,ENSMUSG00000006445,EPHA2
ENSG00000142632,ENSMUSG00000028919,ARHGEF19
ENSG00000142655,ENSMUSG00000028975,PEX14
ENSG00000142657,ENSMUSG00000028961,PGD
ENSG00000142684,ENSMUSG00000028840,ZNF593
ENSG00000142733,ENSMUSG00000028862,MAP3K6
ENSG00000142765,ENSMUSG00000028860,SYTL1
ENSG00000142798,ENSMUSG00000028763,HSPG2
ENSG00000142867,ENSMUSG00000028191,BCL10
ENSG00000142875,ENSMUSG00000005034,PRKACB
ENSG00000142937,ENSMUSG00000047675,RPS8
ENSG00000142949,ENSMUSG00000033295,PTPRF
ENSG00000142961,ENSMUSG00000028709,MOB3C
ENSG00000143110,ENSMUSG00000074342,C1orf162
ENSG00000143119,ENSMUSG00000040747,CD53
ENSG00000143126,ENSMUSG00000068740,CELSR2
ENSG00000143147,ENSMUSG00000040836,GPR161
ENSG00000143153,ENSMUSG00000026576,ATP1B1
ENSG00000143162,ENSMUSG00000040713,CREG1
ENSG00000143167,ENSMUSG00000000544,GPA33
ENSG00000143184,ENSMUSG00000026573,XCL1
ENSG00000143195,ENSMUSG00000040612,ILDR2
ENSG00000143224,ENSMUSG00000062729,PPOX
ENSG00000143226,ENSMUSG00000059498,FCGR2A
ENSG00000143297,ENSMUSG00000048031,FCRL5
ENSG00000143337,ENSMUSG00000026466,TOR1AIP1
ENSG00000143367,ENSMUSG00000005968,TUFT1
ENSG00000143376,ENSMUSG00000028136,SNX27
ENSG00000143382,ENSMUSG00000015850,ADAMTSL4
ENSG00000143384,ENSMUSG00000038612,MCL1
ENSG00000143434,ENSMUSG00000038777,SEMA6C
ENSG00000143452,ENSMUSG00000028109,HORMAD1
ENSG00000143479,ENSMUSG00000016526,DYRK3
ENSG00000143515,ENSMUSG00000060671,ATP8B2
ENSG00000143545,ENSMUSG00000027935,RAB13
ENSG00000143546,ENSMUSG00000056054,S100A8
ENSG00000143578,ENSMUSG00000027938,CREB3L4
ENSG00000143590,ENSMUSG00000028039,EFNA3
ENSG00000143603,ENSMUSG00000000794,KCNN3
ENSG00000143622,ENSMUSG00000028057,RIT1
ENSG00000143740,ENSMUSG00000009894,SNAP47
ENSG00000143753,ENSMUSG00000038633,DEGS1
ENSG00000143771,ENSMUSG00000062169,CNIH4
ENSG00000143776,ENSMUSG00000026490,CDC42BPA
ENSG00000143786,ENSMUSG00000026514,CNIH3
ENSG00000143797,ENSMUSG00000020646,MBOAT2
ENSG00000143799,ENSMUSG00000026496,PARP1
ENSG00000143815,ENSMUSG00000004880,LBR
ENSG00000143842,ENSMUSG00000070643,SOX13
ENSG00000143889,ENSMUSG00000024095,HNRNPLL
ENSG00000143891,ENSMUSG00000035473,GALM
ENSG00000144031,ENSMUSG00000014747,ANKRD53
ENSG00000144118,ENSMUSG00000004451,RALB
ENSG00000144120,ENSMUSG00000036975,TMEM177
ENSG00000144152,ENSMUSG00000027386,FBLN7
ENSG00000144199,ENSMUSG00000027371,FAHD2B
ENSG00000144218,ENSMUSG00000037138,AFF3
ENSG00000144224,ENSMUSG00000026353,UBXN4
ENSG00000144228,ENSMUSG00000026771,SPOPL
ENSG00000144306,ENSMUSG00000008226,SCRN3
ENSG00000144354,ENSMUSG00000055612,CDCA7
ENSG00000144362,ENSMUSG00000027088,PHOSPHO2
ENSG00000144445,ENSMUSG00000026004,KANSL1L
ENSG00000144476,ENSMUSG00000044337,ACKR3
ENSG00000144535,ENSMUSG00000053333,DIS3L2
ENSG00000144559,ENSMUSG00000030316,TAMM41
ENSG00000144566,ENSMUSG00000017831,RAB5A
ENSG00000144645,ENSMUSG00000040875,OSBPL10
ENSG00000144647,ENSMUSG00000066235,POMGNT2
ENSG00000144655,ENSMUSG00000032515,CSRNP1
ENSG00000144677,ENSMUSG00000047409,CTDSPL
ENSG00000144744,ENSMUSG00000030061,UBA3
ENSG00000144749,ENSMUSG00000030029,LRIG1
ENSG00000144791,ENSMUSG00000025239,LIMD1
ENSG00000144802,ENSMUSG00000035356,NFKBIZ
ENSG00000144824,ENSMUSG00000033149,PHLDB2
ENSG00000144843,ENSMUSG00000002844,ADPRH
ENSG00000144848,ENSMUSG00000022663,ATG3
ENSG00000144893,ENSMUSG00000056476,MED12L
ENSG00000145107,ENSMUSG00000079625,TM4SF19
ENSG00000145214,ENSMUSG00000004815,DGKQ
ENSG00000145217,ENSMUSG00000046959,SLC26A1
ENSG00000145247,ENSMUSG00000029153,OCIAD2
ENSG00000145287,ENSMUSG00000029322,PLAC8
ENSG00000145331,ENSMUSG00000004127,TRMT10A
ENSG00000145332,ENSMUSG00000029312,KLHL8
ENSG00000145335,ENSMUSG00000025889,SNCA
ENSG00000145354,ENSMUSG00000028165,CISD2
ENSG00000145365,ENSMUSG00000046688,TIFA
ENSG00000145391,ENSMUSG00000037111,SETD7
ENSG00000145431,ENSMUSG00000028019,PDGFC
ENSG00000145491,ENSMUSG00000022236,ROPN1L
ENSG00000145555,ENSMUSG00000022272,MYO10
ENSG00000145649,ENSMUSG00000023132,GZMA
ENSG00000145685,ENSMUSG00000045312,LHFPL2
ENSG00000145721,ENSMUSG00000047786,LIX1
ENSG00000145736,ENSMUSG00000021639,GTF2H2
ENSG00000145780,ENSMUSG00000033319,FEM1C
ENSG00000145819,ENSMUSG00000036452,ARHGAP26
ENSG00000145850,ENSMUSG00000055546,TIMD4
ENSG00000145860,ENSMUSG00000019189,RNF145
ENSG00000145911,ENSMUSG00000001053,N4BP3
ENSG00000145912,ENSMUSG00000001056,NHP2
ENSG00000145936,ENSMUSG00000020155,KCNMB1
ENSG00000146005,ENSMUSG00000024347,PSD2
ENSG00000146007,ENSMUSG00000001383,ZMAT2
ENSG00000146021,ENSMUSG00000014164,KLHL3
ENSG00000146072,ENSMUSG00000023915,TNFRSF21
ENSG00000146094,ENSMUSG00000035711,DOK3
ENSG00000146215,ENSMUSG00000023968,CRIP3
ENSG00000146221,ENSMUSG00000023949,TCTE1
ENSG00000146247,ENSMUSG00000032253,PHIP
ENSG00000146278,ENSMUSG00000040128,PNRC1
ENSG00000146373,ENSMUSG00000063760,RNF217
ENSG00000146416,ENSMUSG00000019806,AIG1
ENSG00000146426,ENSMUSG00000023800,TIAM2
ENSG00000146592,ENSMUSG00000053007,CREB5
ENSG00000146674,ENSMUSG00000020427,IGFBP3
ENSG00000146859,ENSMUSG00000057137,TMEM140
ENSG00000147138,ENSMUSG00000073008,GPR174
ENSG00000147144,ENSMUSG00000031150,CCDC120
ENSG00000147155,ENSMUSG00000031168,EBP
ENSG00000147403,ENSMUSG00000008682,RPL10
ENSG00000147416,ENSMUSG00000006273,ATP6V1B2
ENSG00000147642,ENSMUSG00000022340,SYBU
ENSG00000147799,ENSMUSG00000033697,ARHGAP39
ENSG00000147862,ENSMUSG00000008575,NFIB
ENSG00000147883,ENSMUSG00000073802,CDKN2B
ENSG00000147912,ENSMUSG00000048232,FBXO10
ENSG00000147955,ENSMUSG00000036078,SIGMAR1
ENSG00000148154,ENSMUSG00000028381,UGCG
ENSG00000148175,ENSMUSG00000026880,STOM
ENSG00000148200,ENSMUSG00000063972,NR6A1
ENSG00000148219,ENSMUSG00000028373,ASTN2
ENSG00000148291,ENSMUSG00000014873,SURF2
ENSG00000148334,ENSMUSG00000026820,PTGES2
ENSG00000148346,ENSMUSG00000026822,LCN2
ENSG00000148384,ENSMUSG00000026925,INPP5E
ENSG00000148399,ENSMUSG00000026975,DPH7
ENSG00000148450,ENSMUSG00000023094,MSRB2
ENSG00000148468,ENSMUSG00000050530,FAM171A1
ENSG00000148483,ENSMUSG00000061531,TMEM236
ENSG00000148484,ENSMUSG00000026727,RSU1
ENSG00000148498,ENSMUSG00000025812,PARD3
ENSG00000148572,ENSMUSG00000075000,NRBF2
ENSG00000148600,ENSMUSG00000021803,CDHR1
ENSG00000148824,ENSMUSG00000039018,MTG1
ENSG00000148834,ENSMUSG00000025068,GSTO1
ENSG00000148840,ENSMUSG00000055491,PPRC1
ENSG00000148841,ENSMUSG00000117975,ITPRIP
ENSG00000148848,ENSMUSG00000054555,ADAM12
ENSG00000148925,ENSMUSG00000038187,BTBD10
ENSG00000148926,ENSMUSG00000030790,ADM
ENSG00000148950,ENSMUSG00000042670,IMMP1L
ENSG00000149091,ENSMUSG00000040479,DGKZ
ENSG00000149115,ENSMUSG00000033955,TNKS1BP1
ENSG00000149131,ENSMUSG00000023224,SERPING1
ENSG00000149177,ENSMUSG00000025314,PTPRJ
ENSG00000149212,ENSMUSG00000032009,SESN3
ENSG00000149260,ENSMUSG00000035547,CAPN5
ENSG00000149269,ENSMUSG00000030774,PAK1
ENSG00000149273,ENSMUSG00000030744,RPS3
ENSG00000149292,ENSMUSG00000040219,TTC12
ENSG00000149328,ENSMUSG00000036395,GLB1L2
ENSG00000149403,ENSMUSG00000032017,GRIK4
ENSG00000149485,ENSMUSG00000010663,FADS1
ENSG00000149527,ENSMUSG00000029055,PLCH2
ENSG00000149534,ENSMUSG00000024680,MS4A2
ENSG00000149557,ENSMUSG00000032118,FEZ1
ENSG00000149564,ENSMUSG00000001946,ESAM
ENSG00000149573,ENSMUSG00000032092,MPZL2
ENSG00000149582,ENSMUSG00000002032,TMEM25
ENSG00000149743,ENSMUSG00000047656,TRPT1
ENSG00000149809,ENSMUSG00000024799,TM7SF2
ENSG00000150048,ENSMUSG00000033082,CLEC1A
ENSG00000150337,ENSMUSG00000015947,FCGR1A
ENSG00000150457,ENSMUSG00000021959,LATS2
ENSG00000150477,ENSMUSG00000033632,KIAA1328
ENSG00000150540,ENSMUSG00000026986,HNMT
ENSG00000150594,ENSMUSG00000033717,ADRA2A
ENSG00000150681,ENSMUSG00000026357,RGS18
ENSG00000150687,ENSMUSG00000039405,PRSS23
ENSG00000150760,ENSMUSG00000058325,DOCK1
ENSG00000150782,ENSMUSG00000039217,IL18
ENSG00000150961,ENSMUSG00000039234,SEC24D
ENSG00000150977,ENSMUSG00000029401,RILPL2
ENSG00000150990,ENSMUSG00000029480,DHX37
ENSG00000151006,ENSMUSG00000044139,PRSS53
ENSG00000151012,ENSMUSG00000027737,SLC7A11
ENSG00000151090,ENSMUSG00000021779,THRB
ENSG00000151151,ENSMUSG00000060733,IPMK
ENSG00000151208,ENSMUSG00000021782,DLG5
ENSG00000151229,ENSMUSG00000036298,SLC2A13
ENSG00000151233,ENSMUSG00000036197,GXYLT1
ENSG00000151239,ENSMUSG00000022451,TWF1
ENSG00000151466,ENSMUSG00000059834,SCLT1
ENSG00000151468,ENSMUSG00000026676,CCDC3
ENSG00000151612,ENSMUSG00000071064,ZNF827
ENSG00000151623,ENSMUSG00000031618,NR3C2
ENSG00000151657,ENSMUSG00000037262,KIN
ENSG00000151693,ENSMUSG00000052632,ASAP2
ENSG00000151718,ENSMUSG00000031563,WWC2
ENSG00000151726,ENSMUSG00000018796,ACSL1
ENSG00000151729,ENSMUSG00000031633,SLC25A4
ENSG00000151743,ENSMUSG00000068250,AMN1
ENSG00000151876,ENSMUSG00000022184,FBXO4
ENSG00000151882,ENSMUSG00000074715,CCL28
ENSG00000151893,ENSMUSG00000033417,CACUL1
ENSG00000151948,ENSMUSG00000049971,GLT1D1
ENSG00000151952,ENSMUSG00000034310,TMEM132D
ENSG00000151967,ENSMUSG00000027777,SCHIP1
ENSG00000152213,ENSMUSG00000043157,ARL11
ENSG00000152223,ENSMUSG00000039840,EPG5
ENSG00000152229,ENSMUSG00000025429,PSTPIP2
ENSG00000152242,ENSMUSG00000047466,C18orf25
ENSG00000152253,ENSMUSG00000005233,SPC25
ENSG00000152315,ENSMUSG00000045404,KCNK13
ENSG00000152380,ENSMUSG00000034334,FAM151B
ENSG00000152422,ENSMUSG00000021615,XRCC4
ENSG00000152484,ENSMUSG00000029640,USP12
ENSG00000152495,ENSMUSG00000038128,CAMK4
ENSG00000152766,ENSMUSG00000024774,ANKRD22
ENSG00000152804,ENSMUSG00000024986,HHEX
ENSG00000152894,ENSMUSG00000019889,PTPRK
ENSG00000152952,ENSMUSG00000032374,PLOD2
ENSG00000152953,ENSMUSG00000029123,STK32B
ENSG00000152969,ENSMUSG00000063646,JAKMIP1
ENSG00000153029,ENSMUSG00000026471,MR1
ENSG00000153064,ENSMUSG00000037922,BANK1
ENSG00000153071,ENSMUSG00000022150,DAB2
ENSG00000153162,ENSMUSG00000039004,BMP6
ENSG00000153179,ENSMUSG00000025795,RASSF3
ENSG00000153234,ENSMUSG00000026826,NR4A2
ENSG00000153250,ENSMUSG00000026970,RBMS1
ENSG00000153283,ENSMUSG00000022657,CD96
ENSG00000153563,ENSMUSG00000053977,CD8A
ENSG00000153714,ENSMUSG00000048706,LURAP1L
ENSG00000153815,ENSMUSG00000034390,CMIP
ENSG00000153898,ENSMUSG00000011008,MCOLN2
ENSG00000153902,ENSMUSG00000036560,LGI4
ENSG00000153922,ENSMUSG00000023852,CHD1
ENSG00000153936,ENSMUSG00000040151,HS2ST1
ENSG00000154016,ENSMUSG00000004837,GRAP
ENSG00000154025,ENSMUSG00000042371,SLC5A10
ENSG00000154027,ENSMUSG00000039058,AK5
ENSG00000154102,ENSMUSG00000043687,C16orf74
ENSG00000154134,ENSMUSG00000032128,ROBO3
ENSG00000154165,ENSMUSG00000047293,GPR15
ENSG00000154188,ENSMUSG00000022309,ANGPT1
ENSG00000154265,ENSMUSG00000018800,ABCA5
ENSG00000154277,ENSMUSG00000029223,UCHL1
ENSG00000154319,ENSMUSG00000035095,FAM167A
ENSG00000154328,ENSMUSG00000035121,NEIL2
ENSG00000154358,ENSMUSG00000061462,OBSCN
ENSG00000154359,ENSMUSG00000039633,LONRF1
ENSG00000154451,ENSMUSG00000105504,GBP5
ENSG00000154589,ENSMUSG00000025779,LY96
ENSG00000154642,ENSMUSG00000022864,C21orf91
ENSG00000154734,ENSMUSG00000022893,ADAMTS1
ENSG00000154764,ENSMUSG00000030093,WNT7A
ENSG00000154813,ENSMUSG00000021905,DPH3
ENSG00000154839,ENSMUSG00000036223,SKA1
ENSG00000154917,ENSMUSG00000032549,RAB6B
ENSG00000155097,ENSMUSG00000022295,ATP6V1C1
ENSG00000155265,ENSMUSG00000042532,GOLGA7B
ENSG00000155307,ENSMUSG00000022876,SAMSN1
ENSG00000155313,ENSMUSG00000022867,USP25
ENSG00000155363,ENSMUSG00000002227,MOV10
ENSG00000155367,ENSMUSG00000002228,PPM1J
ENSG00000155629,ENSMUSG00000025017,PIK3AP1
ENSG00000155657,ENSMUSG00000051747,TTN
ENSG00000155659,ENSMUSG00000044206,VSIG4
ENSG00000155744,ENSMUSG00000038174,HYCC2
ENSG00000155792,ENSMUSG00000022419,DEPTOR
ENSG00000155846,ENSMUSG00000033871,PPARGC1B
ENSG00000155926,ENSMUSG00000022372,SLA
ENSG00000155957,ENSMUSG00000020225,TMBIM4
ENSG00000155959,ENSMUSG00000031197,VBP1
ENSG00000155970,ENSMUSG00000039478,MICU3
ENSG00000156026,ENSMUSG00000009647,MCU
ENSG00000156052,ENSMUSG00000024639,GNAQ
ENSG00000156110,ENSMUSG00000039197,ADK
ENSG00000156239,ENSMUSG00000044442,N6AMT1
ENSG00000156273,ENSMUSG00000025612,BACH1
ENSG00000156345,ENSMUSG00000021483,CDK20
ENSG00000156381,ENSMUSG00000037904,ANKRD9
ENSG00000156414,ENSMUSG00000054003,TDRD9
ENSG00000156475,ENSMUSG00000024500,PPP2R2B
ENSG00000156521,ENSMUSG00000020087,TYSND1
ENSG00000156587,ENSMUSG00000027078,UBE2L6
ENSG00000156671,ENSMUSG00000021770,SAMD8
ENSG00000156738,ENSMUSG00000024673,MS4A1
ENSG00000156869,ENSMUSG00000033386,FRRS1
ENSG00000156966,ENSMUSG00000079445,B3GNT7
ENSG00000157017,ENSMUSG00000064177,GHRL
ENSG00000157152,ENSMUSG00000009394,SYN2
ENSG00000157227,ENSMUSG00000000957,MMP14
ENSG00000157303,ENSMUSG00000021384,SUSD3
ENSG00000157445,ENSMUSG00000021991,CACNA2D3
ENSG00000157551,ENSMUSG00000062609,KCNJ15
ENSG00000157554,ENSMUSG00000040732,ERG
ENSG00000157557,ENSMUSG00000022895,ETS2
ENSG00000157680,ENSMUSG00000038665,DGKI
ENSG00000157734,ENSMUSG00000039452,SNX22
ENSG00000157778,ENSMUSG00000029551,PSMG3
ENSG00000157800,ENSMUSG00000029924,SLC37A3
ENSG00000157827,ENSMUSG00000036053,FMNL2
ENSG00000157911,ENSMUSG00000029047,PEX10
ENSG00000157933,ENSMUSG00000029050,SKI
ENSG00000157978,ENSMUSG00000037295,LDLRAP1
ENSG00000158050,ENSMUSG00000027368,DUSP2
ENSG00000158079,ENSMUSG00000038042,PTPDC1
ENSG00000158089,ENSMUSG00000024064,GALNT14
ENSG00000158104,ENSMUSG00000029445,HPD
ENSG00000158106,ENSMUSG00000022580,RHPN1
ENSG00000158163,ENSMUSG00000037784,DZIP1L
ENSG00000158186,ENSMUSG00000032470,MRAS
ENSG00000158201,ENSMUSG00000002475,ABHD3
ENSG00000158234,ENSMUSG00000032463,FAIM
ENSG00000158292,ENSMUSG00000042804,GPR153
ENSG00000158352,ENSMUSG00000068270,SHROOM4
ENSG00000158411,ENSMUSG00000026088,MITD1
ENSG00000158423,ENSMUSG00000025257,RIBC1
ENSG00000158470,ENSMUSG00000017929,B4GALT5
ENSG00000158517,ENSMUSG00000015950,NCF1
ENSG00000158578,ENSMUSG00000025270,ALAS2
ENSG00000158691,ENSMUSG00000036721,ZSCAN12
ENSG00000158714,ENSMUSG00000053318,SLAMF8
ENSG00000158773,ENSMUSG00000026641,USF1
ENSG00000158792,ENSMUSG00000033594,SPATA2L
ENSG00000158825,ENSMUSG00000028755,CDA
ENSG00000158856,ENSMUSG00000022099,DMTN
ENSG00000158869,ENSMUSG00000058715,FCER1G
ENSG00000158887,ENSMUSG00000056569,MPZ
ENSG00000159055,ENSMUSG00000022978,MIS18A
ENSG00000159110,ENSMUSG00000022971,IFNAR2
ENSG00000159128,ENSMUSG00000022965,IFNGR2
ENSG00000159189,ENSMUSG00000036896,C1QC
ENSG00000159228,ENSMUSG00000051483,CBR1
ENSG00000159231,ENSMUSG00000022947,CBR3
ENSG00000159267,ENSMUSG00000040820,HLCS
ENSG00000159339,ENSMUSG00000025330,PADI4
ENSG00000159346,ENSMUSG00000026457,ADIPOR1
ENSG00000159363,ENSMUSG00000036622,ATP13A2
ENSG00000159399,ENSMUSG00000000628,HK2
ENSG00000159409,ENSMUSG00000028137,CELF3
ENSG00000159433,ENSMUSG00000033705,STARD9
ENSG00000159445,ENSMUSG00000028145,THEM4
ENSG00000159579,ENSMUSG00000050079,RSPRY1
ENSG00000159588,ENSMUSG00000034035,CCDC17
ENSG00000159674,ENSMUSG00000037379,SPON2
ENSG00000159685,ENSMUSG00000030086,CHCHD6
ENSG00000159708,ENSMUSG00000054320,LRRC36
ENSG00000159713,ENSMUSG00000014846,TPPP3
ENSG00000159714,ENSMUSG00000039199,ZDHHC1
ENSG00000159733,ENSMUSG00000037224,ZFYVE28
ENSG00000159871,ENSMUSG00000030484,LYPD5
ENSG00000159884,ENSMUSG00000028461,CCDC107
ENSG00000159958,ENSMUSG00000068105,TNFRSF13C
ENSG00000160050,ENSMUSG00000028795,CCDC28B
ENSG00000160145,ENSMUSG00000061751,KALRN
ENSG00000160185,ENSMUSG00000042345,UBASH3A
ENSG00000160191,ENSMUSG00000041119,PDE9A
ENSG00000160199,ENSMUSG00000006705,PKNOX1
ENSG00000160200,ENSMUSG00000024039,CBS
ENSG00000160223,ENSMUSG00000000732,ICOSLG
ENSG00000160271,ENSMUSG00000026821,RALGDS
ENSG00000160285,ENSMUSG00000033105,LSS
ENSG00000160318,ENSMUSG00000038973,CLDND2
ENSG00000160360,ENSMUSG00000026930,GPSM1
ENSG00000160408,ENSMUSG00000026811,ST6GALNAC6
ENSG00000160410,ENSMUSG00000089832,SHKBP1
ENSG00000160439,ENSMUSG00000008435,RDH13
ENSG00000160469,ENSMUSG00000035390,BRSK1
ENSG00000160588,ENSMUSG00000070305,MPZL3
ENSG00000160606,ENSMUSG00000019437,TLCD1
ENSG00000160613,ENSMUSG00000035382,PCSK7
ENSG00000160654,ENSMUSG00000002033,CD3G
ENSG00000160683,ENSMUSG00000047880,CXCR5
ENSG00000160710,ENSMUSG00000027951,ADAR
ENSG00000160712,ENSMUSG00000027947,IL6R
ENSG00000160716,ENSMUSG00000027950,CHRNB2
ENSG00000160785,ENSMUSG00000050144,SLC25A44
ENSG00000160791,ENSMUSG00000079227,CCR5
ENSG00000160803,ENSMUSG00000008604,UBQLN4
ENSG00000160883,ENSMUSG00000025877,HK3
ENSG00000160932,ENSMUSG00000022587,LY6E
ENSG00000160949,ENSMUSG00000059323,TONSL
ENSG00000160959,ENSMUSG00000033728,LRRC14
ENSG00000161016,ENSMUSG00000003970,RPL8
ENSG00000161040,ENSMUSG00000048520,FBXL13
ENSG00000161055,ENSMUSG00000064057,SCGB3A1
ENSG00000161179,ENSMUSG00000041774,YDJC
ENSG00000161249,ENSMUSG00000060962,DMKN
ENSG00000161267,ENSMUSG00000046598,BDH1
ENSG00000161298,ENSMUSG00000074220,ZNF382
ENSG00000161328,ENSMUSG00000038637,LRRC56
ENSG00000161381,ENSMUSG00000017417,PLXDC1
ENSG00000161405,ENSMUSG00000018168,IKZF3
ENSG00000161533,ENSMUSG00000020777,ACOX1
ENSG00000161847,ENSMUSG00000010205,RAVER1
ENSG00000161905,ENSMUSG00000018924,ALOX15
ENSG00000161911,ENSMUSG00000023993,TREML1
ENSG00000161921,ENSMUSG00000018920,CXCL16
ENSG00000161944,ENSMUSG00000040963,ASGR2
ENSG00000161955,ENSMUSG00000089669,TNFSF13
ENSG00000161999,ENSMUSG00000025736,JMJD8
ENSG00000162004,ENSMUSG00000071202,CCDC78
ENSG00000162076,ENSMUSG00000023911,FLYWCH2
ENSG00000162104,ENSMUSG00000005580,ADCY9
ENSG00000162144,ENSMUSG00000034445,CYB561A3
ENSG00000162188,ENSMUSG00000071658,GNG3
ENSG00000162227,ENSMUSG00000003680,TAF6L
ENSG00000162241,ENSMUSG00000024818,SLC25A45
ENSG00000162337,ENSMUSG00000024913,LRP5
ENSG00000162367,ENSMUSG00000028717,TAL1
ENSG00000162373,ENSMUSG00000028545,BEND5
ENSG00000162383,ENSMUSG00000008932,SLC1A7
ENSG00000162390,ENSMUSG00000034853,ACOT11
ENSG00000162415,ENSMUSG00000033948,ZSWIM5
ENSG00000162433,ENSMUSG00000028527,AK4
ENSG00000162461,ENSMUSG00000040740,SLC25A34
ENSG00000162496,ENSMUSG00000066026,DHRS3
ENSG00000162512,ENSMUSG00000025743,SDC3
ENSG00000162543,ENSMUSG00000043621,UBXN10
ENSG00000162545,ENSMUSG00000046447,CAMK2N1
ENSG00000162551,ENSMUSG00000028766,ALPL
ENSG00000162576,ENSMUSG00000029070,MXRA8
ENSG00000162600,ENSMUSG00000035069,OMA1
ENSG00000162614,ENSMUSG00000039103,NEXN
ENSG00000162645,ENSMUSG00000028270,GBP2
ENSG00000162654,ENSMUSG00000028268,GBP4
ENSG00000162676,ENSMUSG00000029275,GFI1
ENSG00000162694,ENSMUSG00000027963,EXTL2
ENSG00000162695,ENSMUSG00000054414,SLC30A7
ENSG00000162702,ENSMUSG00000041483,ZNF281
ENSG00000162704,ENSMUSG00000008475,ARPC5
ENSG00000162722,ENSMUSG00000037124,TRIM58
ENSG00000162729,ENSMUSG00000038034,IGSF8
ENSG00000162736,ENSMUSG00000003458,NCSTN
ENSG00000162739,ENSMUSG00000015314,SLAMF6
ENSG00000162745,ENSMUSG00000038463,OLFML2B
ENSG00000162746,ENSMUSG00000070524,FCRLB
ENSG00000162772,ENSMUSG00000026628,ATF3
ENSG00000162819,ENSMUSG00000046836,BROX
ENSG00000162873,ENSMUSG00000042115,KLHDC8A
ENSG00000162892,ENSMUSG00000026420,IL24
ENSG00000162927,ENSMUSG00000020280,PUS10
ENSG00000162946,ENSMUSG00000043051,DISC1
ENSG00000162949,ENSMUSG00000043705,CAPN13
ENSG00000163069,ENSMUSG00000029156,SGCB
ENSG00000163083,ENSMUSG00000037035,INHBB
ENSG00000163092,ENSMUSG00000027022,XIRP2
ENSG00000163093,ENSMUSG00000063145,BBS5
ENSG00000163106,ENSMUSG00000029919,HPGDS
ENSG00000163126,ENSMUSG00000067653,ANKRD23
ENSG00000163131,ENSMUSG00000038642,CTSS
ENSG00000163155,ENSMUSG00000053769,LYSMD1
ENSG00000163162,ENSMUSG00000048234,RNF149
ENSG00000163220,ENSMUSG00000056071,S100A9
ENSG00000163235,ENSMUSG00000029999,TGFA
ENSG00000163251,ENSMUSG00000045005,FZD5
ENSG00000163328,ENSMUSG00000041762,GPR155
ENSG00000163348,ENSMUSG00000047824,PYGO2
